Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Review,Positive,Neutral,Negative,Compound,Sentiment
ID3811,Greg,2021-03-08,11:19:41,Technical Support,Y,Y,99.0,00:01:25,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3812,Greg,2021-03-08,11:19:41,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3813,Jim,2021-03-08,11:22:34,Admin Support,Y,Y,40.0,00:02:48,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3814,Martha,2021-03-08,11:22:34,Streaming,Y,Y,55.0,00:03:18,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3815,Greg,2021-03-08,12:23:02,Admin Support,Y,Y,79.0,00:01:25,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3816,Greg,2021-03-08,12:23:02,Technical Support,Y,Y,67.0,00:03:51,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3817,Stewart,2021-03-08,12:25:55,Admin Support,Y,Y,68.0,00:01:07,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3818,Joe,2021-03-08,12:25:55,Streaming,Y,N,69.0,00:06:28,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3819,Dan,2021-03-08,13:07:41,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3820,Dan,2021-03-08,13:07:41,Payment related,Y,Y,29.0,00:02:35,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3821,Dan,2021-03-08,13:10:34,Technical Support,Y,N,62.0,00:05:22,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3822,Stewart,2021-03-08,13:10:34,Payment related,Y,Y,109.0,00:05:19,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3823,Martha,2021-03-08,13:33:36,Payment related,Y,Y,59.0,00:04:30,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3824,Joe,2021-03-08,13:33:36,Technical Support,Y,Y,51.0,00:03:01,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3825,Greg,2021-03-08,13:46:34,Streaming,Y,Y,11.0,00:05:22,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3826,Stewart,2021-03-08,13:46:34,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3827,Joe,2021-03-08,13:50:53,Payment related,Y,Y,44.0,00:03:26,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3828,Stewart,2021-03-08,13:50:53,Payment related,Y,Y,35.0,00:03:56,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3829,Becky,2021-03-08,13:55:12,Streaming,Y,Y,17.0,00:03:38,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3830,Dan,2021-03-08,13:55:12,Streaming,Y,Y,105.0,00:06:08,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3831,Diane,2021-03-08,14:35:31,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3832,Greg,2021-03-08,14:35:31,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3833,Diane,2021-03-08,15:00:00,Admin Support,Y,Y,10.0,00:00:34,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3834,Becky,2021-03-08,15:00:00,Payment related,Y,Y,110.0,00:01:54,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3835,Greg,2021-03-08,15:04:19,Payment related,Y,Y,41.0,00:01:13,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3836,Stewart,2021-03-08,15:04:19,Contract related,Y,Y,46.0,00:02:30,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3837,Martha,2021-03-08,15:25:55,Admin Support,Y,Y,109.0,00:03:02,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3838,Becky,2021-03-08,15:25:55,Technical Support,Y,Y,18.0,00:02:59,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3839,Becky,2021-03-08,15:40:19,Payment related,Y,Y,61.0,00:02:21,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3840,Dan,2021-03-08,15:40:19,Streaming,Y,N,42.0,00:04:05,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3841,Diane,2021-03-08,16:37:55,Payment related,Y,Y,105.0,00:05:15,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3842,Martha,2021-03-08,16:37:55,Admin Support,Y,Y,85.0,00:00:34,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3843,Becky,2021-03-08,17:00:58,Contract related,Y,N,95.0,00:05:05,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3844,Dan,2021-03-08,17:00:58,Payment related,Y,Y,71.0,00:01:00,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3845,Greg,2021-03-08,17:31:12,Payment related,Y,Y,15.0,00:04:52,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3846,Becky,2021-03-08,17:31:12,Admin Support,Y,Y,21.0,00:02:51,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3847,Diane,2021-03-08,17:38:24,Streaming,Y,N,123.0,00:02:03,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3848,Jim,2021-03-08,17:38:24,Admin Support,Y,Y,107.0,00:03:59,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3849,Joe,2021-03-08,17:48:29,Streaming,Y,Y,93.0,00:06:50,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3850,Dan,2021-03-08,17:48:29,Payment related,Y,Y,110.0,00:00:31,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3851,Diane,2021-03-08,17:48:29,Streaming,Y,Y,18.0,00:02:07,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3852,Jim,2021-03-08,17:48:29,Contract related,Y,Y,33.0,00:04:43,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3853,Jim,2021-03-08,17:51:22,Contract related,Y,Y,71.0,00:04:36,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3854,Dan,2021-03-08,17:51:22,Admin Support,Y,Y,19.0,00:05:07,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3855,Dan,2021-03-08,17:52:48,Payment related,Y,Y,93.0,00:06:41,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3856,Diane,2021-03-08,17:52:48,Technical Support,Y,Y,43.0,00:03:39,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3857,Diane,2021-03-09,09:18:43,Technical Support,Y,N,92.0,00:04:53,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3858,Martha,2021-03-09,09:18:43,Contract related,Y,Y,19.0,00:05:14,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3859,Dan,2021-03-09,09:40:19,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3860,Becky,2021-03-09,09:40:19,Contract related,Y,Y,66.0,00:02:15,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3861,Greg,2021-03-09,10:13:26,Contract related,Y,Y,47.0,00:02:16,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3862,Dan,2021-03-09,10:13:26,Technical Support,Y,Y,80.0,00:05:23,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3863,Greg,2021-03-09,10:27:50,Streaming,Y,Y,82.0,00:03:37,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3864,Martha,2021-03-09,10:27:50,Technical Support,Y,Y,88.0,00:02:51,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3865,Martha,2021-03-09,10:29:17,Technical Support,Y,Y,51.0,00:01:26,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3866,Becky,2021-03-09,10:29:17,Contract related,Y,N,41.0,00:05:24,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3867,Diane,2021-03-09,10:30:43,Payment related,Y,Y,46.0,00:02:54,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3868,Martha,2021-03-09,10:30:43,Technical Support,Y,Y,113.0,00:06:41,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3869,Diane,2021-03-09,11:02:24,Admin Support,Y,Y,52.0,00:02:56,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3870,Diane,2021-03-09,11:02:24,Technical Support,Y,Y,77.0,00:05:01,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3871,Greg,2021-03-09,11:03:50,Streaming,Y,Y,119.0,00:01:56,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3872,Diane,2021-03-09,11:03:50,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3873,Joe,2021-03-09,11:22:34,Admin Support,Y,Y,63.0,00:00:50,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3874,Becky,2021-03-09,11:22:34,Streaming,Y,N,41.0,00:06:21,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3875,Diane,2021-03-09,11:48:29,Contract related,Y,Y,93.0,00:06:40,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3876,Becky,2021-03-09,11:48:29,Streaming,Y,N,63.0,00:05:06,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3877,Diane,2021-03-09,13:22:05,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3878,Martha,2021-03-09,13:22:05,Streaming,Y,N,43.0,00:01:57,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3879,Jim,2021-03-09,13:26:24,Payment related,Y,Y,88.0,00:02:36,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3880,Stewart,2021-03-09,13:26:24,Contract related,Y,Y,100.0,00:01:06,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3881,Diane,2021-03-09,13:45:07,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3882,Stewart,2021-03-09,13:45:07,Admin Support,Y,Y,108.0,00:01:01,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3883,Greg,2021-03-09,15:21:36,Payment related,Y,Y,88.0,00:04:01,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3884,Diane,2021-03-09,15:21:36,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3885,Becky,2021-03-09,15:23:02,Contract related,Y,Y,72.0,00:04:43,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3886,Joe,2021-03-09,15:23:02,Streaming,Y,Y,52.0,00:03:31,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3887,Stewart,2021-03-09,15:27:22,Technical Support,Y,Y,15.0,00:04:43,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3888,Dan,2021-03-09,15:27:22,Payment related,Y,Y,113.0,00:04:49,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3889,Martha,2021-03-09,15:41:46,Technical Support,Y,Y,123.0,00:05:02,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3890,Greg,2021-03-09,15:41:46,Payment related,Y,Y,97.0,00:02:01,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3891,Becky,2021-03-09,15:43:12,Admin Support,Y,Y,22.0,00:04:40,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3892,Greg,2021-03-09,15:43:12,Contract related,Y,Y,62.0,00:06:36,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3893,Becky,2021-03-09,15:44:38,Contract related,Y,N,79.0,00:06:02,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3894,Diane,2021-03-09,15:44:38,Payment related,Y,Y,85.0,00:03:07,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3895,Stewart,2021-03-09,15:59:02,Technical Support,Y,Y,74.0,00:00:47,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3896,Jim,2021-03-09,15:59:02,Streaming,Y,Y,61.0,00:05:00,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3897,Diane,2021-03-09,16:52:19,Payment related,Y,Y,81.0,00:04:35,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3898,Joe,2021-03-09,16:52:19,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3899,Joe,2021-03-09,16:59:31,Contract related,Y,Y,74.0,00:06:17,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3900,Stewart,2021-03-09,16:59:31,Contract related,Y,N,32.0,00:04:19,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3901,Greg,2021-03-09,17:06:43,Technical Support,Y,Y,99.0,00:04:24,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3902,Becky,2021-03-09,17:06:43,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3903,Dan,2021-03-10,09:12:58,Technical Support,Y,Y,75.0,00:02:49,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3904,Martha,2021-03-10,09:12:58,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3905,Dan,2021-03-10,09:18:43,Technical Support,Y,Y,114.0,00:04:33,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3906,Greg,2021-03-10,09:18:43,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3907,Jim,2021-03-10,09:51:50,Admin Support,Y,Y,50.0,00:06:13,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3908,Jim,2021-03-10,09:51:50,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3909,Jim,2021-03-10,10:06:14,Admin Support,Y,N,115.0,00:03:10,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3910,Becky,2021-03-10,10:06:14,Admin Support,Y,Y,48.0,00:01:31,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3911,Joe,2021-03-10,10:07:41,Payment related,Y,Y,16.0,00:01:55,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3912,Stewart,2021-03-10,10:07:41,Technical Support,Y,Y,74.0,00:06:37,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3913,Joe,2021-03-10,10:22:05,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3914,Greg,2021-03-10,10:22:05,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3915,Greg,2021-03-10,10:26:24,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3916,Stewart,2021-03-10,10:26:24,Streaming,Y,Y,37.0,00:05:05,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3917,Martha,2021-03-10,12:04:19,Payment related,Y,Y,125.0,00:02:02,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3918,Diane,2021-03-10,12:04:19,Admin Support,Y,Y,42.0,00:03:55,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3919,Jim,2021-03-10,12:48:58,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3920,Becky,2021-03-10,12:48:58,Streaming,Y,Y,43.0,00:00:36,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3921,Becky,2021-03-10,13:29:17,Streaming,Y,Y,74.0,00:02:40,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID3922,Joe,2021-03-10,13:29:17,Admin Support,Y,Y,90.0,00:04:57,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3923,Greg,2021-03-10,13:32:10,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3924,Jim,2021-03-10,13:32:10,Admin Support,Y,Y,84.0,00:06:22,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3925,Joe,2021-03-10,13:42:14,Payment related,Y,Y,51.0,00:06:45,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3926,Diane,2021-03-10,13:42:14,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3927,Diane,2021-03-10,13:45:07,Streaming,Y,N,90.0,00:04:23,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3928,Joe,2021-03-10,13:45:07,Admin Support,Y,Y,82.0,00:00:49,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3929,Greg,2021-03-10,13:48:00,Admin Support,Y,Y,77.0,00:04:06,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3930,Martha,2021-03-10,13:48:00,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3931,Greg,2021-03-10,13:56:38,Contract related,Y,Y,116.0,00:00:31,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3932,Stewart,2021-03-10,13:56:38,Payment related,Y,Y,120.0,00:01:24,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3933,Dan,2021-03-10,14:00:58,Payment related,Y,Y,13.0,00:04:26,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3934,Dan,2021-03-10,14:00:58,Streaming,Y,Y,26.0,00:03:01,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3935,Stewart,2021-03-10,15:17:17,Contract related,Y,Y,93.0,00:02:18,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3936,Dan,2021-03-10,15:17:17,Contract related,Y,Y,20.0,00:00:33,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3937,Stewart,2021-03-10,15:24:29,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3938,Joe,2021-03-10,15:24:29,Streaming,Y,Y,113.0,00:01:18,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3939,Stewart,2021-03-10,16:00:29,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3940,Joe,2021-03-10,16:00:29,Payment related,Y,Y,113.0,00:06:15,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3941,Greg,2021-03-10,16:30:43,Streaming,Y,Y,44.0,00:03:17,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3942,Becky,2021-03-10,16:30:43,Payment related,Y,Y,103.0,00:01:23,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3943,Greg,2021-03-10,16:46:34,Streaming,Y,Y,92.0,00:06:23,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID3944,Dan,2021-03-10,16:46:34,Streaming,Y,N,92.0,00:04:20,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3945,Dan,2021-03-10,17:05:17,Streaming,Y,Y,33.0,00:05:14,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3946,Dan,2021-03-10,17:05:17,Contract related,Y,Y,24.0,00:04:40,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3947,Greg,2021-03-10,17:35:31,Streaming,Y,Y,84.0,00:02:03,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3948,Jim,2021-03-10,17:35:31,Technical Support,Y,Y,99.0,00:02:47,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID3949,Stewart,2021-03-11,09:10:05,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3950,Diane,2021-03-11,09:10:05,Technical Support,Y,Y,58.0,00:02:16,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID3951,Joe,2021-03-11,09:38:53,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID3952,Greg,2021-03-11,09:38:53,Admin Support,Y,Y,27.0,00:01:28,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID3953,Greg,2021-03-11,09:40:19,Payment related,Y,Y,48.0,00:00:44,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
